year,country,label,voc,gdp_pc_ppp,gdp_pc_unadjusted,pre_tax_gini,post_tax_gini,population
2002,NL,Netherlands,CME,63069.9524,52681.9524,0.3949,0.2955,16288051
2002,NO,Norway,CME,87898.9836,74503.7631,0.3925,0.2339,4538014
2002,SE,Sweden,CME,55297.3569,44524.8897,0.3853,0.2395,8925047
2002,AU,Australia,LME,55525.3753,52262.0315,0.4751,0.3704,19595355
2002,CA,Canada,LME,56060.6666,47094.9503,0.5002,0.3909,31535577
2002,GB,United Kingdom,LME,50677.8132,44306.588,0.4887,0.3584,59540763
2002,NZ,New Zealand,LME,40773.1731,36713.1434,0.4837,0.3823,3951119
2002,US,United States,LME,63112.5,63112.5,0.5402,0.4585,287084338
2003,AT,Austria,CME,62697.5825,49060.7485,0.4222,0.3091,8122602
2003,BE,Belgium,CME,59085.2108,45808.5031,0.445,0.3025,10376260
2003,CH,Switzerland,CME,76380.257,83114.5592,0.4281,0.3117,7333447
2003,DE,Germany,CME,56681.2779,43614.8263,0.434,0.3294,82111615
2003,DK,Denmark,CME,65894.6646,55351.7703,0.3826,0.1831,5390620
2003,FI,Finland,CME,56595.5612,46977.1044,0.4234,0.277,5212955
2003,JP,Japan,CME,44874.0171,26074.1201,0.5297,0.4741,127671251
2003,NL,Netherlands,CME,62863.6836,52509.6573,0.3987,0.3028,16366912
2003,NO,Norway,CME,88211.3819,74768.554,0.3972,0.2351,4564669
2003,SE,Sweden,CME,56363.829,45383.6026,0.3958,0.2508,8958431
2003,AU,Australia,LME,56916.0995,53571.0198,0.4701,0.3573,19819454
2003,CA,Canada,LME,56531.1414,47490.1826,0.503,0.3934,31836482
2003,GB,United Kingdom,LME,52028.0815,45487.1003,0.4991,0.3613,59820385
2003,NZ,New Zealand,LME,41929.4534,37754.286,0.4804,0.3831,4022586
2003,US,United States,LME,64245.3,64245.3,0.544,0.4622,289908100
2004,AT,Austria,CME,63911.1434,50010.3578,0.4241,0.3101,8173491
2004,BE,Belgium,CME,60936.0328,47243.4373,0.4481,0.3016,10421292
2004,CH,Switzerland,CME,77911.3098,84780.6021,0.4317,0.3126,7384194
2004,DE,Germany,CME,57360.4097,44137.4012,0.4449,0.3396,82092708
2004,DK,Denmark,CME,67477.8966,56681.6912,0.3908,0.1867,5404598
2004,FI,Finland,CME,58696.3729,48720.8816,0.431,0.2809,5228148
2004,JP,Japan,CME,45803.2018,26614.0244,0.5386,0.4797,127815774
2004,NL,Netherlands,CME,63882.5618,53360.7202,0.4018,0.3061,16425566
2004,NO,Norway,CME,91211.6203,77311.576,0.4167,0.2467,4591743
2004,SE,Sweden,CME,58576.8619,47165.515,0.401,0.249,8993808
2004,AU,Australia,LME,58338.5889,54909.9066,0.4745,0.3579,20046677
2004,CA,Canada,LME,57739.1432,48504.9901,0.5071,0.3913,32132678
2004,GB,United Kingdom,LME,52981.0674,46320.2766,0.4914,0.3558,60169967
2004,NZ,New Zealand,LME,42777.9703,38518.3109,0.4956,0.4051,4083910
2004,US,United States,LME,66064.5,66064.5,0.551,0.4666,292786253
2005,AT,Austria,CME,64923.4502,50802.4861,0.4204,0.3106,8229204
2005,BE,Belgium,CME,61981.5596,48054.0296,0.4455,0.3037,10478886
2005,CH,Switzerland,CME,79506.6626,86516.6141,0.4435,0.3272,7431823
2005,DE,Germany,CME,57812.5597,44485.3193,0.4674,0.3612,82046731
2005,DK,Denmark,CME,68863.9615,57845.991,0.4039,0.1962,5419555
2005,FI,Finland,CME,60094.6723,49881.539,0.423,0.2728,5246082
2005,JP,Japan,CME,46593.7235,27073.3583,0.5395,0.4756,127913330
2005,NL,Netherlands,CME,65033.812,54322.3525,0.4076,0.3087,16465710
2005,NO,Norway,CME,93024.9954,78848.6047,0.4597,0.2843,4623124
2005,SE,Sweden,CME,60011.5661,48320.7247,0.4115,0.2543,9029771
2005,AU,Australia,LME,59329.8362,55842.8961,0.4813,0.3654,20294490
2005,CA,Canada,LME,59024.4404,49584.7313,0.5104,0.3965,32440173
2005,GB,United Kingdom,LME,54049.216,47254.1373,0.5008,0.3511,60596108
2005,NZ,New Zealand,LME,43649.9216,39303.4368,0.4619,0.3324,4135007
2005,US,United States,LME,67688.1,67688.1,0.5616,0.4722,295716664
2006,AT,Austria,CME,66674.7862,52172.9035,0.4278,0.319,8269898
2006,BE,Belgium,CME,63105.1789,48925.1667,0.4479,0.2991,10548442
2006,CH,Switzerland,CME,82177.8655,89423.3319,0.4483,0.3344,7478509
2006,DE,Germany,CME,60272.1105,46377.8823,0.4704,0.3636,81701971
2006,DK,Denmark,CME,71323.5129,59912.0236,0.408,0.2135,5437420
2006,FI,Finland,CME,62232.2133,51655.8033,0.4338,0.2822,5266247
2006,JP,Japan,CME,47202.2593,27426.949,0.5402,0.474,127997247
2006,NL,Netherlands,CME,67169.7551,56106.493,0.4113,0.3094,16493852
2006,NO,Norway,CME,94550.5262,80141.6548,0.4225,0.2512,4660494
2006,SE,Sweden,CME,62457.9719,50290.5467,0.4209,0.2667,9080623
2006,AU,Australia,LME,60396.3842,56846.7609,0.4823,0.3686,20590559
2006,CA,Canada,LME,59989.4143,50395.378,0.5139,0.395,32759171
2006,GB,United Kingdom,LME,54926.5359,48021.1604,0.5034,0.3602,61051094
2006,NZ,New Zealand,LME,44330.4013,39916.157,0.4121,0.2807,4181940
2006,US,United States,LME,68870,68870,0.5678,0.4782,298730209
2007,AT,Austria,CME,68943.4564,53948.1339,0.4277,0.3224,8296952
2007,BE,Belgium,CME,64929.6931,50339.7045,0.4535,0.3047,10625493
2007,CH,Switzerland,CME,84611.3628,92071.386,0.4364,0.3211,7545381
2007,DE,Germany,CME,62374.0988,47995.3097,0.4842,0.3756,81298542
2007,DK,Denmark,CME,71653.2787,60189.0281,0.402,0.2085,5461607
2007,FI,Finland,CME,65238.4536,54151.1309,0.4324,0.2822,5288710
2007,JP,Japan,CME,47868.8975,27814.3002,0.5418,0.4733,128087682
2007,NL,Netherlands,CME,69545.8954,58091.2687,0.4235,0.3167,16531357
2007,NO,Norway,CME,96303.3957,81627.3986,0.4235,0.2617,4709010
2007,SE,Sweden,CME,64128.3625,51635.5288,0.4202,0.2747,9148274
2007,AU,Australia,LME,61526.7465,57910.6893,0.481,0.3679,20954549
2007,CA,Canada,LME,60616.0467,50921.7939,0.5139,0.3935,33092171
2007,GB,United Kingdom,LME,55921.7674,48891.2712,0.5004,0.3533,61535855
2007,NZ,New Zealand,LME,45440.2868,40915.5246,0.422,0.2909,4223266
2007,US,United States,LME,69529.8,69529.8,0.5645,0.4714,301844226
2008,AT,Austria,CME,69716.7825,54553.2602,0.4281,0.319,8323253
2008,BE,Belgium,CME,64699.8462,50161.5052,0.4367,0.2845,10709708
2008,CH,Switzerland,CME,85881.1334,93453.1098,0.4148,0.2892,7641728
2008,DE,Germany,CME,63118.6605,48568.2313,0.4838,0.3736,81110777
2008,DK,Denmark,CME,70869.1168,59530.3292,0.4048,0.2131,5493764
2008,FI,Finland,CME,65437.7488,54316.5557,0.4466,0.2904,5313377
2008,JP,Japan,CME,47257.7256,27459.1778,0.5329,0.4675,128155990
2008,NL,Netherlands,CME,70773.0988,59116.3443,0.3978,0.2909,16597258
2008,NO,Norway,CME,95568.2107,81004.251,0.4248,0.2586,4768101
2008,SE,Sweden,CME,63343.3753,51003.4649,0.4133,0.2749,9219900
2008,AU,Australia,LME,61962.172,58320.524,0.4876,0.3768,21370589
2008,CA,Canada,LME,60571.5671,50884.4278,0.5072,0.3923,33449085
2008,GB,United Kingdom,LME,55353.4771,48394.4264,0.4899,0.3285,62027306
2008,NZ,New Zealand,LME,44857.2024,40390.5014,0.4367,0.3142,4261824
2008,US,United States,LME,68901.2,68901.2,0.5624,0.4635,304970333
2009,AT,Austria,CME,66993.0613,52421.9531,0.4192,0.3107,8345066
2009,BE,Belgium,CME,62815.6548,48700.7,0.4321,0.2818,10812935
2009,CH,Switzerland,CME,82808.8214,90109.9179,0.4208,0.2976,7737645
2009,DE,Germany,CME,59653.8048,45902.1115,0.4849,0.3703,80935283
2009,DK,Denmark,CME,67033.131,56308.0864,0.3955,0.1916,5523173
2009,FI,Finland,CME,59823.2119,49656.2134,0.4357,0.2782,5338856
2009,JP,Japan,CME,44554.491,25888.459,0.513,0.4492,128192470
2009,NL,Netherlands,CME,67822.8756,56652.0406,0.3988,0.2842,16684150
2009,NO,Norway,CME,92539.2023,78436.8433,0.3967,0.2411,4828623
2009,SE,Sweden,CME,60080.6984,48376.3894,0.4052,0.2581,9298740
2009,AU,Australia,LME,62031.8713,58386.1269,0.4881,0.3917,21783011
2009,CA,Canada,LME,58143.3773,48844.5755,0.497,0.3702,33826370
2009,GB,United Kingdom,LME,52394.4031,45807.3679,0.5074,0.3374,62506226
2009,NZ,New Zealand,LME,44914.5694,40442.156,0.4679,0.3543,4304304
2009,US,United States,LME,66444.6,66444.6,0.557,0.4609,308023454
2010,AT,Austria,CME,67974.0893,53189.6059,0.4294,0.3184,8365092
2010,BE,Belgium,CME,63725.2119,49405.8756,0.4396,0.2866,10936626
2010,CH,Switzerland,CME,84448.2655,91893.9087,0.4403,0.3245,7825753
2010,DE,Germany,CME,62227.6139,47882.5932,0.4802,0.3716,80830924
2010,DK,Denmark,CME,67983.3581,57106.2808,0.4186,0.2094,5547863
2010,FI,Finland,CME,61375.8002,50944.9382,0.442,0.2861,5363350
2010,JP,Japan,CME,46382.9163,26950.8685,0.5136,0.4425,128185275
2010,NL,Netherlands,CME,68376.6529,57114.6074,0.4063,0.2933,16771235
2010,NO,Norway,CME,92112.6534,78075.2976,0.4131,0.2553,4889162
2010,SE,Sweden,CME,63117.1657,50821.3231,0.4212,0.2774,9378232
2010,AU,Australia,LME,62460.7737,58789.8218,0.4866,0.3873,22141581
2010,CA,Canada,LME,59290.535,49808.2697,0.502,0.3828,34196899
2010,GB,United Kingdom,LME,53142.0926,46461.0577,0.4675,0.3017,63006483
2010,NZ,New Zealand,LME,44996.0482,40515.5214,0.5077,0.3972,4347770
2010,US,United States,LME,67577.8,67577.8,0.5675,0.4704,311062790
2011,AT,Austria,CME,69574.3818,54441.832,0.4272,0.3206,8393270
2011,BE,Belgium,CME,64212.5983,49783.7441,0.4327,0.2756,11038631
2011,CH,Switzerland,CME,84827.8393,92306.9488,0.4389,0.3174,7914372
2011,DE,Germany,CME,64648.6602,49745.5278,0.4828,0.3742,80857874
2011,DK,Denmark,CME,68607.9321,57630.9253,0.4209,0.207,5570849
2011,FI,Finland,CME,62413.7905,51806.5213,0.4401,0.2826,5388241
2011,JP,Japan,CME,46426.0627,26975.9387,0.5113,0.4381,128096432
2011,NL,Netherlands,CME,69108.4254,57725.8527,0.4052,0.299,16851057
2011,NO,Norway,CME,91931.358,77921.6304,0.4172,0.2572,4952968
2011,SE,Sweden,CME,64644.3947,52051.0329,0.4147,0.2721,9449259
2011,AU,Australia,LME,63461.0967,59731.3537,0.4863,0.3855,22479775
2011,CA,Canada,LME,60521.2554,50842.1624,0.5014,0.3857,34555452
2011,GB,United Kingdom,LME,53324.9641,46620.9385,0.4754,0.3114,63509285
2011,NZ,New Zealand,LME,45630.133,41086.4667,0.4717,0.3634,4382700
2011,US,United States,LME,67960.5,67960.5,0.5731,0.4756,314105078
2012,AT,Austria,CME,69827.3556,54639.7835,0.4214,0.3131,8431601
2012,BE,Belgium,CME,64075.2439,49677.2538,0.4338,0.2764,11107518
2012,CH,Switzerland,CME,85084.3246,92586.0479,0.4314,0.3115,7998926
2012,DE,Germany,CME,64872.1543,49917.5009,0.4822,0.3716,80916390
2012,DK,Denmark,CME,68504.2077,57543.7965,0.4225,0.2078,5591917
2012,FI,Finland,CME,61288.8914,50872.7997,0.4346,0.2749,5413971
2012,JP,Japan,CME,47126.201,27382.7552,0.5124,0.4387,127928285
2012,NL,Netherlands,CME,68136.8412,56914.2942,0.4078,0.3037,16915194
2012,NO,Norway,CME,93197.6819,78994.975,0.4202,0.2644,5018458
2012,SE,Sweden,CME,63790.0286,51363.1057,0.394,0.2528,9519487
2012,AU,Australia,LME,64442.6301,60655.2003,0.4873,0.3879,22852644
2012,CA,Canada,LME,60939.7648,51193.7401,0.4968,0.3806,34922516
2012,GB,United Kingdom,LME,53749.8798,46992.4337,0.4866,0.3342,63960484
2012,NZ,New Zealand,LME,46510.4828,41879.1548,0.4392,0.3228,4411676
2012,US,United States,LME,68850.8,68850.8,0.584,0.4904,317115355
2013,AT,Austria,CME,69172.5596,54127.4068,0.4177,0.3066,8481406
2013,BE,Belgium,CME,63901.8895,49542.8529,0.4358,0.2712,11160276
2013,CH,Switzerland,CME,85534.1179,93075.4986,0.4325,0.309,8091202
2013,DE,Germany,CME,65055.3301,50058.4502,0.496,0.3803,81041582
2013,DK,Denmark,CME,68855.4277,57838.8226,0.4333,0.2117,5615333
2013,FI,Finland,CME,60346.8629,50090.8696,0.4309,0.2679,5439053
2013,JP,Japan,CME,48148.2502,27976.6186,0.5148,0.4384,127723645
2013,NL,Netherlands,CME,67840.2253,56666.5327,0.4046,0.3008,16967063
2013,NO,Norway,CME,93001.9351,78829.0587,0.415,0.272,5080124
2013,SE,Sweden,CME,64002.1699,51533.9198,0.3959,0.2506,9600620
2013,AU,Australia,LME,65037.3784,61214.994,0.4875,0.3918,23236270
2013,CA,Canada,LME,61703.7532,51835.5447,0.4975,0.3829,35293433
2013,GB,United Kingdom,LME,54348.9863,47516.2204,0.501,0.3479,64389388
2013,NZ,New Zealand,LME,47097.1569,42407.4102,0.4308,0.3281,4453851
2013,US,United States,LME,69650.9,69650.9,0.5773,0.4805,320110759
2014,AT,Austria,CME,69099.713,54070.4044,0.4147,0.3006,8547817
2014,BE,Belgium,CME,64690.2923,50154.0981,0.438,0.2746,11210119
2014,CH,Switzerland,CME,86417.7827,94037.0745,0.43120000000000003,0.3049,8190235
2014,DE,Germany,CME,66219.5362,50954.2776,0.4993,0.3824,81376080
2014,DK,Denmark,CME,69617.6555,58479.0968,0.4392,0.2033,5643794
2014,FI,Finland,CME,59762.6861,49605.9741,0.4345,0.2698,5461684
2014,JP,Japan,CME,48380.6333,28111.6451,0.5144,0.4369,127486605
2014,NL,Netherlands,CME,68551.1782,57260.3874,0.4123,0.3051,17030089
2014,NO,Norway,CME,93848.8362,79546.8977,0.4142,0.2815,5137395
2014,SE,Sweden,CME,65053.9864,52380.8321,0.4013,0.2549,9696433
2014,AU,Australia,LME,65577.1048,61722.9995,0.488,0.3902,23595601
2014,CA,Canada,LME,62867.5365,52813.2055,0.4946,0.3808,35634264
2014,GB,United Kingdom,LME,55673.6468,48674.3443,0.4812,0.3334,64865916
2014,NZ,New Zealand,LME,47891.9642,43123.0737,0.429,0.3251,4522983
2014,US,United States,LME,70744.6,70744.6,0.5841,0.4854,323115377
2015,AT,Austria,CME,69197.9393,54147.2663,0.4167,0.3015,8644039
2015,BE,Belgium,CME,65242.202,50581.9912,0.4384,0.2783,11275335
2015,CH,Switzerland,CME,86816.2381,94470.661,0.4301,0.3023,8283934
2015,DE,Germany,CME,66633.042,51272.46,0.4977,0.3791,82077550
2015,DK,Denmark,CME,70748.1022,59428.6764,0.436,0.211,5683701
2015,FI,Finland,CME,59823.8585,49656.7502,0.4422,0.2755,5479717
2015,JP,Japan,CME,49216.9428,28597.5842,0.5157,0.4365,127275872
2015,NL,Netherlands,CME,69578.2815,58118.3206,0.4107,0.2985,17107433
2015,NO,Norway,CME,94627.0545,80206.5207,0.3989,0.2743,5189771
2015,SE,Sweden,CME,67259.6798,54156.8348,0.4099,0.2564,9799481
2015,AU,Australia,LME,66222.55,62330.5105,0.4893,0.3923,23948002
2015,CA,Canada,LME,62704.8505,52676.5377,0.4935,0.37,35962234
2015,GB,United Kingdom,LME,56460.5437,49362.3124,0.4703,0.3275,65382110
2015,NZ,New Zealand,LME,48856.2988,43991.3837,0.4272,0.3315,4614029
2015,US,United States,LME,72156,72156,0.5831,0.4827,326126497
2016,AT,Austria,CME,69967.6985,54749.6016,0.4275,0.3148,8737915
2016,BE,Belgium,CME,65746.7576,50973.171,0.4384,0.2795,11332701
2016,CH,Switzerland,CME,87729.7054,95464.667,0.4308,0.2976,8374901
2016,DE,Germany,CME,67557.1524,51983.5398,0.4957,0.376,82760102
2016,DK,Denmark,CME,72477.1447,60881.0787,0.439,0.2162,5728201
2016,FI,Finland,CME,61242.4625,50834.2614,0.4399,0.2723,5495469
2016,JP,Japan,CME,49633.1245,28839.4072,0.5149,0.4365,127159951
2016,NL,Netherlands,CME,70701.3866,59056.4436,0.4111,0.2971,17204693
2016,NO,Norway,CME,94884.325,80424.5849,0.399,0.2726,5235983
2016,SE,Sweden,CME,67795.8751,54588.574,0.3937,0.2356,9923280
2016,AU,Australia,LME,66859.203,62929.7461,0.483,0.3878,24329963
2016,CA,Canada,LME,62651.4053,52631.6399,0.4826,0.3552,36353343
2016,GB,United Kingdom,LME,57098.713,49920.2509,0.4688,0.3258,65893358
2016,NZ,New Zealand,LME,49701.4292,44752.3594,0.4254,0.3301,4714770
2016,US,United States,LME,72787.6,72787.6,0.5851,0.4848,329179427
2017,AT,Austria,CME,70947.0803,55515.9661,0.4182,0.3059,8798778
2017,BE,Belgium,CME,66350.8674,51441.5347,0.4363,0.2716,11376581
2017,CH,Switzerland,CME,87954.0408,95708.7815,0.4266,0.285,8453628
2017,DE,Germany,CME,69080.7346,53155.8983,0.4926,0.3715,83104007
2017,DK,Denmark,CME,74044.4402,62197.613,0.4405,0.2209,5765168
2017,FI,Finland,CME,63014.5212,52305.1574,0.4448,0.2793,5508396
2017,JP,Japan,CME,50502.5866,29344.6095,0.5144,0.4334,127064690
2017,NL,Netherlands,CME,72294.3478,60387.0344,0.4189,0.3012,17315370
2017,NO,Norway,CME,96470.0516,81768.6573,0.403,0.2764,5276802
2017,SE,Sweden,CME,68606.3803,55241.1849,0.4007,0.2457,10057862
2017,AU,Australia,LME,67490.6091,63524.0431,0.4875,0.3876,24731038
2017,CA,Canada,LME,63757.6522,53560.9661,0.4878,0.3614,36808497
2017,GB,United Kingdom,LME,58207.3711,50889.5283,0.468,0.3149,66354471
2017,NZ,New Zealand,LME,50759.1629,45704.7682,0.4192,0.3237,4812752
2017,US,United States,LME,73897.2,73897.2,0.5805,0.4864,332204660
2018,AT,Austria,CME,72377.809,56635.5088,0.4192,0.305,8841650
2018,BE,Belgium,CME,67308.4709,52183.9604,0.4489,0.2803,11428605
2018,CH,Switzerland,CME,89829.5575,97749.659,0.4163,0.2802,8516344
2018,DE,Germany,CME,69537.3489,53507.2516,0.4878,0.3649,83368505
2018,DK,Denmark,CME,75143.9393,63121.1964,0.442,0.2321,5793824
2018,FI,Finland,CME,63699.5741,52873.7851,0.4425,0.2823,5515736
2018,JP,Japan,CME,50887.9525,29568.527,0.5144,0.434,126913432
2018,NL,Netherlands,CME,73551.2385,61436.9077,0.4144,0.2992,17421280
2018,NO,Norway,CME,96629.6478,81903.9321,0.4126,0.2783,5311752
2018,SE,Sweden,CME,69136.2695,55667.8465,0.3961,0.2466,10175405
2018,AU,Australia,LME,68136.5506,64132.0213,0.4798,0.3777,25119706
2018,CA,Canada,LME,64673.446,54330.2981,0.4845,0.356,37295005
2018,GB,United Kingdom,LME,58672.6516,51296.3136,0.4689,0.3314,66752475
2018,NZ,New Zealand,LME,51844.4626,46681.9981,0.408,0.3104,4900847
2018,US,United States,LME,75441.8,75441.8,0.5836,0.4945,335056497
2019,AT,Austria,CME,73251.6936,57319.322,0.4149,0.3026,8880876
2019,BE,Belgium,CME,68514.1982,53118.7555,0.4501,0.285,11490618
2019,CH,Switzerland,CME,90119.9279,98065.6308,0.4127,0.2723,8577524
2019,DE,Germany,CME,70124.8231,53959.2982,0.4886,0.368,83559186
2019,DK,Denmark,CME,75993.4579,63834.7953,0.4394,0.2266,5814618
2019,FI,Finland,CME,64426.5294,53477.1938,0.4386,0.2769,5521759
2019,JP,Japan,CME,50769.0365,29499.4307,0.5144,0.4356,126699424
2019,NL,Netherlands,CME,74492.6213,62223.2391,0.4122,0.2937,17537507
2019,NO,Norway,CME,97058.1996,82267.1754,0.3959,0.2649,5347730
2019,SE,Sweden,CME,69797.9763,56200.6463,0.4038,0.2556,10279125
2019,AU,Australia,LME,67763.2375,63780.6486,0.4817,0.3769,25482714
2019,CA,Canada,LME,65043.7328,54641.3653,0.483,0.3535,37782935
2019,GB,United Kingdom,LME,59317.1866,51859.8176,0.4663,0.3293,67110958
2019,NZ,New Zealand,LME,52381.694,47165.7342,0.4444,0.3248,4989403
2019,US,United States,LME,76677.4,76677.4,0.5805,0.4904,337790067
2020,AT,Austria,CME,68196.0587,53363.2966,0.4149,0.3014,8921405
2020,BE,Belgium,CME,64840.6621,50270.6791,0.4501,0.2757,11540107
2020,CH,Switzerland,CME,87397.9994,95103.7151,0.4127,0.269,8640582
2020,DE,Germany,CME,67385.2768,51851.2858,0.4886,0.3611,83628708
2020,DK,Denmark,CME,73936.0206,62106.54,0.4394,0.227,5831530
2020,FI,Finland,CME,62626.2771,51982.8957,0.4386,0.2768,5529612
2020,JP,Japan,CME,48748.685,28325.5022,0.5144,0.4241,126304543
2020,NL,Netherlands,CME,71194.8897,59468.6637,0.4122,0.293,17636731
2020,NO,Norway,CME,95255.7571,80739.4132,0.3959,0.2795,5379274
2020,SE,Sweden,CME,67791.4362,54584.9999,0.4038,0.2522,10353686
2020,AU,Australia,LME,67682.6189,63704.7681,0.4819,0.3692,25743791
2020,CA,Canada,LME,61113.8535,51339.987,0.4967,0.3192,38171902
2020,GB,United Kingdom,LME,52981.7908,46320.909,0.4663,0.3106,67351861
2020,NZ,New Zealand,LME,51867.152,46702.4282,0.4819,0.3707,5069895
2020,US,United States,LME,74616.6,74616.6,0.5739,0.4564,339436159
2021,AT,Austria,CME,70921.975,55496.3212,0.4146,0.3002,8967057
2021,BE,Belgium,CME,68505.1982,53111.7778,0.4505,0.285,11570844
2021,CH,Switzerland,CME,91320.7036,99372.2766,0.4142,0.2721,8707023
2021,DE,Germany,CME,69460.4792,53448.1023,0.4883,0.3641,83697083
2021,DK,Denmark,CME,78656.0028,66071.3431,0.4412,0.2324,5856776
2021,FI,Finland,CME,64042.8119,53158.6894,0.4352,0.2776,5541075
2021,JP,Japan,CME,50040.8095,29076.2932,0.5144,0.4202,125679338
2021,NL,Netherlands,CME,75203.1887,62816.7718,0.4153,0.3009,17730564
2021,NO,Norway,CME,98441.7946,83439.9198,0.399,0.2949,5408091
2021,SE,Sweden,CME,71527.2474,57593.0384,0.4014,0.2569,10416131
2021,AU,Australia,LME,69316.1916,65242.3323,0.4921,0.3774,25956417
2021,CA,Canada,LME,63705.9478,53517.5307,0.4974,0.3458,38454057
2021,GB,United Kingdom,LME,57308.2049,50103.4055,0.4683,0.3185,67668792
2021,NZ,New Zealand,LME,53231.2946,47930.7349,0.4999,0.394,5107697
2021,US,United States,LME,78776.1,78776.1,0.5831,0.451,340161441
2022,AT,Austria,CME,73487.7933,57504.0696,0.4144,0.3027,9064677
2022,BE,Belgium,CME,70611.3442,54744.6635,0.4506,0.2869,11641820
2022,CH,Switzerland,CME,92718.0534,100892.8281,0.4234,0.2852,8792182
2022,DE,Germany,CME,70387.7983,54161.6511,0.49,0.3654,84086227
2022,DK,Denmark,CME,80172.7984,67345.4573,0.4417,0.2359,5902904
2022,FI,Finland,CME,64315.5656,53385.0884,0.433,0.2785,5569299
2022,JP,Japan,CME,50840.4054,29540.8997,0.5144,0.4226,124997578
2022,NL,Netherlands,CME,77696.793,64899.6645,0.4241,0.3113,17904421
2022,NO,Norway,CME,100760.5595,85405.3203,0.4055,0.3146,5456801
2022,SE,Sweden,CME,73053.3255,58821.8216,0.3971,0.2588,10487338
2022,AU,Australia,LME,71144.2557,66962.9572,0.4923,0.3787,26200984
2022,CA,Canada,LME,65272.8336,54833.8263,0.5047,0.3617,38821259
2022,GB,United Kingdom,LME,59351.475,51889.7952,0.4694,0.3251,68179315
2022,NZ,New Zealand,LME,54695.1352,49248.8122,0.4649,0.3514,5131734
2022,US,United States,LME,79977.9,79977.9,0.5883,0.462,341534046
2023,AT,Austria,CME,73145.5105,57236.2339,0.4174,0.305,9130429
2023,BE,Belgium,CME,71930.3335,55767.2701,0.4503,0.2859,11712893
2023,CH,Switzerland,CME,93658.2613,101915.9323,0.4184,0.2801,8870561
2023,DE,Germany,CME,69816.5073,53722.0569,0.4901,0.3646,84548231
2023,DK,Denmark,CME,81548.3246,68500.9046,0.4401,0.2373,5948136
2023,FI,Finland,CME,63977.889,53104.8002,0.4173,0.2616,5601185
2023,JP,Japan,CME,51954.4474,30188.2156,0.5144,0.4287,124370947
2023,NL,Netherlands,CME,76946.257,64272.7463,0.4333,0.3191,18092524
2023,NO,Norway,CME,100099.7672,84845.2284,0.4054,0.3074,5519167
2023,SE,Sweden,CME,72383.5393,58282.5163,0.3913,0.2539,10551494
2023,AU,Australia,LME,72144.7206,67904.6227,0.4936,0.3793,26451124
2023,CA,Canada,LME,65284.4975,54843.6248,0.5047,0.3631,39299105
2023,GB,United Kingdom,LME,59116.5199,51684.3787,0.4672,0.319,68682962
2023,NZ,New Zealand,LME,54904.4198,49437.257,0.4649,0.3558,5172836
2023,US,United States,LME,81821.9,81821.9,0.5869,0.4673,343477335
2024,AT,Austria,CME,72363.6787,56624.4519,0.4174,0.307,9120813
2024,BE,Belgium,CME,72486.674,56198.5984,0.4503,0.2874,11738763
2024,CH,Switzerland,CME,94300.24,102614.5131,0.4184,0.2814,8921981
2024,DE,Germany,CME,69651.7466,53595.2777,0.4901,0.3674,84552242
2024,DK,Denmark,CME,84507.1171,70986.3016,0.4401,0.2375,5977412
2024,FI,Finland,CME,63709.0151,52881.6216,0.4173,0.2633,5617310
2024,JP,Japan,CME,52257.6058,30364.3663,0.5144,0.431,123753041
2024,NL,Netherlands,CME,77119.6257,64417.5601,0.4333,0.3189,18228742
2024,NO,Norway,CME,101148.623,85734.2455,0.4054,0.30620000000000003,5576660
2024,SE,Sweden,CME,72705.832,58542.0232,0.3913,0.2543,10606999
2024,AU,Australia,LME,72178.4712,67936.3897,0.4936,0.3802,26713205
2024,CA,Canada,LME,65542.9323,55060.7284,0.5047,0.3642,39742430
2024,GB,United Kingdom,LME,59373.7552,51909.2744,0.4672,0.3217,69138192
2024,NZ,New Zealand,LME,54208.43,48810.5712,0.4649,0.3567,5213944
2024,US,United States,LME,83635.5,83635.5,0.5869,0.4673,345426571
